Terminoa: parser   eta agerpen kopurua:   30    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;MoodleBackgroundManager.js: app/scripts/background;APISimulation.js: app/scripts/moodle]
Terminoa: glyph   eta agerpen kopurua:   30    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: rubric   eta agerpen kopurua:   30    Agertzen da:		[MoodleReport.js: app/scripts/annotationManagement/read;CreateHighlighterTask.js: app/scripts/background/tasks;TaskManager.js: app/scripts/background;BackToWorkspace.js: app/scripts/moodle]
Terminoa: hide   eta agerpen kopurua:   29    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: subtype   eta agerpen kopurua:   29    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: transform   eta agerpen kopurua:   29    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: list   eta agerpen kopurua:   29    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;Neo4JClient.js: app/scripts/annotationServer/neo4j]
Terminoa: comment   eta agerpen kopurua:   29    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;MoodleReport.js: app/scripts/annotationManagement/read;reviewModel.js: app/scripts/exporter]
Terminoa: version   eta agerpen kopurua:   29    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;pack.js: tasks]
Terminoa: glyphId   eta agerpen kopurua:   29    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: rotation   eta agerpen kopurua:   28    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: isRenderable   eta agerpen kopurua:   28    Agertzen da:		[pdf.js: app/content/pdfjs/build]
Terminoa: output   eta agerpen kopurua:   28    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: matrix   eta agerpen kopurua:   28    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: componentsCount   eta agerpen kopurua:   28    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: numComps   eta agerpen kopurua:   28    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: self   eta agerpen kopurua:   27    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: listener   eta agerpen kopurua:   27    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: valid   eta agerpen kopurua:   27    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: Config   eta agerpen kopurua:   27    Agertzen da:		[Config.js: app/scripts]
Terminoa: desiredSize   eta agerpen kopurua:   26    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: toObject   eta agerpen kopurua:   26    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: ITERATOR   eta agerpen kopurua:   26    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: code1   eta agerpen kopurua:   26    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: delta   eta agerpen kopurua:   26    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: header   eta agerpen kopurua:   26    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: gulp   eta agerpen kopurua:   26    Agertzen da:		[test.js: tasks]
Terminoa: store   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: wrapper   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;DOMTextUtils.js: app/scripts/utils]
Terminoa: cache   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: colors   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: input   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;UserFilter.js: app/scripts/annotationManagement/read]
Terminoa: keys   eta agerpen kopurua:   25    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;DataUtils.js: app/scripts/utils]
Terminoa: contextLabel   eta agerpen kopurua:   25    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: student   eta agerpen kopurua:   25    Agertzen da:		[CreateHighlighterTask.js: app/scripts/background/tasks]
Terminoa: getter   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: redefine   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: toInteger   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: Iterators   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
